Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor
GEC 1,Understanding the Self,"15:30-17:00
14:30-16:00",TTH,"AB-101
AB-101",3,0,3,3,3.0,TBA
GEC 2,Readings in Philippine History,"09:30-11:00
09:30-11:00",TTH,"NB-103
OB-L3",3,0,3,3,3.0,TBA
GEC 3,Mathematics in the Modern World,"11:00-13:30
11:00-13:30",TTH,"OB-L2
LIB-CL",3,0,3,3,3.0,TBA
IT 100,Introduction to Computing,"13:30-14:30
16:00-17:00",TTH,"NB-202
NB-101",2,1,3,5,4.25,TBA
IT 100,Introduction to Computing,"11:00-13:30
10:30-12:00",MW,"NB-102
NB-102",2,1,3,5,4.25,TBA
IT 101,Computer Programming 1,"14:30-15:30
13:30-14:30",TTH,"NB-201
NB-201",2,1,3,5,4.25,TBA
IT 101,Computer Programming 1,"13:30-15:00
14:00-15:30",MW,"NB-102
NB-203",2,1,3,5,4.25,TBA
NSTP 1,CWTS/LTS/ROTC 1,"08:00-09:30
08:00-09:30",TTH,"NB-103
OB-L3",3,0,3,3,3.0,TBA
PathFit 1,Movement of Competency Training,"08:00-09:00
16:00-17:00
11:30-13:30",MWF,"OB-L3
EB-L1
OB-L1",2,0,2,2,2.0,TBA
