Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor
GEC 1,Understanding the Self,"14:30-16:00
14:30-16:00",TW,"LEC-005 (Non-lab)
LEC-005 (Non-lab)",3,0,3,3,3.0,TBA
GEC 2,Readings in Philippine History,"08:00-09:30
08:00-09:30",THF,"LEC-002 (Non-lab)
LEC-002 (Non-lab)",3,0,3,3,3.0,TBA
GEC 3,Mathematics in the Modern World,"13:00-14:30
13:00-14:30",WF,"LEC-011 (Non-lab)
LEC-011 (Non-lab)",3,0,3,3,3.0,TBA
IT 100,Introduction to Computing,08:00-10:00,T,LEC-002 (Non-lab),2,1,3,5,4.25,TBA
IT 100,Introduction to Computing,"08:00-09:30
08:00-09:30",MW,"LAB-001 (Lab)
LAB-001 (Lab)",2,1,3,5,4.25,TBA
IT 101,Computer Programming 1,11:00-14:00,M,LEC-010 (Non-lab),2,1,3,5,4.25,TBA
IT 101,Computer Programming 1,"09:30-11:00
09:30-11:00",MF,"LAB-006 (Lab)
LAB-006 (Lab)",2,1,3,5,4.25,TBA
PathFit 1,Movement of Competency Training,10:00-12:00,W,LEC-008 (Non-lab),2,0,2,2,2.0,TBA
