Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 114,Quantitative Methods (Modeling and Simulation),13:00-14:00,T,NB-201,2,1,3,5,4.25,TBA,IT-3B
IT 114,Quantitative Methods (Modeling and Simulation),13:00-14:00,F,NB-201,2,1,3,5,4.25,TBA,IT-3B
IT 115,Networking 1,08:00-09:00,T,OB-L2,2,1,3,5,4.25,TBA,IT-3B
IT 115,Networking 1,08:00-09:00,TH,OB-L2,2,1,3,5,4.25,TBA,IT-3B
IT 116,Systems Analysis and Design,15:00-16:00,W,OB-L3,2,1,3,5,4.25,TBA,IT-3B
IT 116,Systems Analysis and Design,15:00-16:00,M,OB-L3,2,1,3,5,4.25,TBA,IT-3B
IT 116,Systems Analysis and Design,15:00-16:00,F,OB-L3,2,1,3,5,4.25,TBA,IT-3B
IT 117,Systems Administration and Maintenance,11:00-12:00,T,NB-102,2,1,3,5,4.25,TBA,IT-3B
IT 117,Systems Administration and Maintenance,11:00-12:00,TH,NB-102,2,1,3,5,4.25,TBA,IT-3B
IT 118,Internet of Things,11:00-12:00,M,LIB-CL,3,0,3,3,3.0,TBA,IT-3B
IT 118,Internet of Things,11:00-12:00,W,LIB-CL,3,0,3,3,3.0,TBA,IT-3B
IT 118,Internet of Things,11:00-12:00,F,LIB-CL,3,0,3,3,3.0,TBA,IT-3B
IT 119,Data Scalability and Analytics,09:30-11:00,W,NB-303,3,0,3,3,3.0,TBA,IT-3B
IT 119,Data Scalability and Analytics,09:30-11:00,M,NB-303,3,0,3,3,3.0,TBA,IT-3B
GEC 9,Ang Buhay at mga Akda ni Rizal,14:00-15:00,W,NB-302,3,0,3,3,3.0,TBA,IT-3B
GEC 9,Ang Buhay at mga Akda ni Rizal,14:00-15:00,M,NB-302,3,0,3,3,3.0,TBA,IT-3B
GEC 9,Ang Buhay at mga Akda ni Rizal,14:00-15:00,F,NB-302,3,0,3,3,3.0,TBA,IT-3B
