Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 124,Social and Professional Issues in Computing,08:00-09:00,M,NB-301,3,0,3,3,3.0,TBA,IT-4B
IT 124,Social and Professional Issues in Computing,08:00-09:00,F,NB-301,3,0,3,3,3.0,TBA,IT-4B
IT 124,Social and Professional Issues in Computing,08:00-09:00,W,NB-301,3,0,3,3,3.0,TBA,IT-4B
IT 125,Capstone Project and Research 2,10:00-11:00,M,NB-101,2,1,3,5,4.25,TBA,IT-4B
IT 125,Capstone Project and Research 2,10:00-11:00,TH,NB-101,2,1,3,5,4.25,TBA,IT-4B
IT 126,Cyber Security Principle,08:00-09:30,T,NB-302,3,0,3,3,3.0,TBA,IT-4B
IT 126,Cyber Security Principle,08:00-09:30,TH,NB-302,3,0,3,3,3.0,TBA,IT-4B
IT 127,Global Professional Practice,09:30-11:00,W,AB-102,3,0,3,3,3.0,TBA,IT-4B
IT 127,Global Professional Practice,09:30-11:00,F,AB-102,3,0,3,3,3.0,TBA,IT-4B
ITELECT 003,IT Elective 3*,11:00-12:00,T,NB-101,2,1,3,5,4.25,TBA,IT-4B
ITELECT 003,IT Elective 3*,11:00-12:00,W,NB-101,2,1,3,5,4.25,TBA,IT-4B
ITELECT 004,IT Elective 4*,13:00-14:00,M,EB-L1,3,0,3,3,3.0,TBA,IT-4B
ITELECT 004,IT Elective 4*,13:00-14:00,F,EB-L1,3,0,3,3,3.0,TBA,IT-4B
ITELECT 004,IT Elective 4*,13:00-14:00,W,EB-L1,3,0,3,3,3.0,TBA,IT-4B
