Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 114,Quantitative Methods (Modeling and Simulation),13:00-14:00,F,OB-L2,2,1,3,5,4.25,TBA,IT-3C
IT 114,Quantitative Methods (Modeling and Simulation),13:00-14:00,W,OB-L2,2,1,3,5,4.25,TBA,IT-3C
IT 114,Quantitative Methods (Modeling and Simulation),13:00-14:00,M,OB-L2,2,1,3,5,4.25,TBA,IT-3C
IT 115,Networking 1,11:00-12:00,F,NB-103,2,1,3,5,4.25,TBA,IT-3C
IT 115,Networking 1,11:00-12:00,W,NB-103,2,1,3,5,4.25,TBA,IT-3C
IT 115,Networking 1,11:00-12:00,M,NB-103,2,1,3,5,4.25,TBA,IT-3C
IT 116,Systems Analysis and Design,08:00-09:00,F,NB-102,2,1,3,5,4.25,TBA,IT-3C
IT 116,Systems Analysis and Design,08:00-09:00,M,NB-102,2,1,3,5,4.25,TBA,IT-3C
IT 117,Systems Administration and Maintenance,14:00-15:00,F,OB-L2,2,1,3,5,4.25,TBA,IT-3C
IT 117,Systems Administration and Maintenance,14:00-15:00,M,OB-L2,2,1,3,5,4.25,TBA,IT-3C
IT 117,Systems Administration and Maintenance,14:00-15:00,W,OB-L2,2,1,3,5,4.25,TBA,IT-3C
IT 118,Internet of Things,15:00-16:00,W,LIB-CL,3,0,3,3,3.0,TBA,IT-3C
IT 118,Internet of Things,15:00-16:00,F,LIB-CL,3,0,3,3,3.0,TBA,IT-3C
IT 118,Internet of Things,15:00-16:00,M,LIB-CL,3,0,3,3,3.0,TBA,IT-3C
IT 119,Data Scalability and Analytics,13:00-14:30,T,NB-301,3,0,3,3,3.0,TBA,IT-3C
IT 119,Data Scalability and Analytics,13:00-14:30,TH,NB-301,3,0,3,3,3.0,TBA,IT-3C
GEC 9,Ang Buhay at mga Akda ni Rizal,10:00-11:00,F,AB-101,3,0,3,3,3.0,TBA,IT-3C
GEC 9,Ang Buhay at mga Akda ni Rizal,10:00-11:00,W,AB-101,3,0,3,3,3.0,TBA,IT-3C
GEC 9,Ang Buhay at mga Akda ni Rizal,10:00-11:00,M,AB-101,3,0,3,3,3.0,TBA,IT-3C
