Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 105,Applications Development and Emerging Technologies,11:00-12:00,TH,OB-L3,2,1,3,5,4.25,TBA,IT-2C
IT 105,Applications Development and Emerging Technologies,11:00-12:00,M,OB-L3,2,1,3,5,4.25,TBA,IT-2C
IT 106,Information Management,14:00-15:00,W,EB-L1,3,0,3,3,3.0,TBA,IT-2C
IT 106,Information Management,14:00-15:00,F,EB-L1,3,0,3,3,3.0,TBA,IT-2C
IT 106,Information Management,14:00-15:00,M,EB-L1,3,0,3,3,3.0,TBA,IT-2C
IT 107,Introduction to Human Computer Interaction,09:30-11:00,M,NB-202,2,1,3,5,4.25,TBA,IT-2C
IT 107,Introduction to Human Computer Interaction,09:30-11:00,W,NB-202,2,1,3,5,4.25,TBA,IT-2C
IT 108,Operating Systems,15:00-17:00,T,OB-L3,2,1,3,5,4.25,TBA,IT-2C
GEC 6,"Science, Technology and Society",13:00-14:00,F,AB-102,3,0,3,3,3.0,TBA,IT-2C
GEC 6,"Science, Technology and Society",13:00-14:00,M,AB-102,3,0,3,3,3.0,TBA,IT-2C
GEC 6,"Science, Technology and Society",13:00-14:00,W,AB-102,3,0,3,3,3.0,TBA,IT-2C
GE Elec 2,Etika,08:00-09:30,W,LIB-CL,3,0,3,3,3.0,TBA,IT-2C
GE Elec 2,Etika,08:00-09:30,TH,LIB-CL,3,0,3,3,3.0,TBA,IT-2C
GE Elec 3,The Entrepreneurial Mind,16:00-17:00,W,AB-102,3,0,3,3,3.0,TBA,IT-2C
GE Elec 3,The Entrepreneurial Mind,16:00-17:00,F,AB-102,3,0,3,3,3.0,TBA,IT-2C
GE Elec 3,The Entrepreneurial Mind,16:00-17:00,M,AB-102,3,0,3,3,3.0,TBA,IT-2C
PathFit 3,"Dance, Sports, Martial Arts, Group Exercise, Outdoor and Adventure Activities",09:00-11:00,T,AB-101,2,0,2,2,2.0,TBA,IT-2C
