Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 105,Applications Development and Emerging Technologies,09:00-10:00,M,NB-101,2,1,3,5,4.25,TBA,IT-2B
IT 105,Applications Development and Emerging Technologies,09:00-10:00,TH,NB-101,2,1,3,5,4.25,TBA,IT-2B
IT 106,Information Management,11:00-12:00,F,NB-303,3,0,3,3,3.0,TBA,IT-2B
IT 106,Information Management,11:00-12:00,W,NB-303,3,0,3,3,3.0,TBA,IT-2B
IT 106,Information Management,11:00-12:00,M,NB-303,3,0,3,3,3.0,TBA,IT-2B
IT 107,Introduction to Human Computer Interaction,15:00-16:00,F,NB-101,2,1,3,5,4.25,TBA,IT-2B
IT 107,Introduction to Human Computer Interaction,15:00-16:00,W,NB-101,2,1,3,5,4.25,TBA,IT-2B
IT 107,Introduction to Human Computer Interaction,15:00-16:00,M,NB-101,2,1,3,5,4.25,TBA,IT-2B
IT 108,Operating Systems,13:00-14:30,TH,OB-L3,2,1,3,5,4.25,TBA,IT-2B
IT 108,Operating Systems,13:00-14:30,F,OB-L3,2,1,3,5,4.25,TBA,IT-2B
GEC 6,"Science, Technology and Society",10:00-11:00,M,NB-302,3,0,3,3,3.0,TBA,IT-2B
GEC 6,"Science, Technology and Society",10:00-11:00,F,NB-302,3,0,3,3,3.0,TBA,IT-2B
GEC 6,"Science, Technology and Society",10:00-11:00,W,NB-302,3,0,3,3,3.0,TBA,IT-2B
GE Elec 2,Etika,08:00-09:30,F,LIB-CL,3,0,3,3,3.0,TBA,IT-2B
GE Elec 2,Etika,08:00-09:30,T,LIB-CL,3,0,3,3,3.0,TBA,IT-2B
GE Elec 3,The Entrepreneurial Mind,14:30-16:00,T,LIB-CL,3,0,3,3,3.0,TBA,IT-2B
GE Elec 3,The Entrepreneurial Mind,14:30-16:00,TH,LIB-CL,3,0,3,3,3.0,TBA,IT-2B
PathFit 3,"Dance, Sports, Martial Arts, Group Exercise, Outdoor and Adventure Activities",10:00-12:00,T,EB-L1,2,0,2,2,2.0,TBA,IT-2B
