Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 114,Quantitative Methods (Modeling and Simulation),14:00-15:00,F,NB-102,2,1,3,5,4.25,TBA,IT-3A
IT 114,Quantitative Methods (Modeling and Simulation),14:00-15:00,M,NB-102,2,1,3,5,4.25,TBA,IT-3A
IT 115,Networking 1,16:00-17:00,M,NB-101,2,1,3,5,4.25,TBA,IT-3A
IT 115,Networking 1,16:00-17:00,T,NB-101,2,1,3,5,4.25,TBA,IT-3A
IT 116,Systems Analysis and Design,15:00-17:00,TH,NB-101,2,1,3,5,4.25,TBA,IT-3A
IT 117,Systems Administration and Maintenance,11:00-12:00,M,NB-101,2,1,3,5,4.25,TBA,IT-3A
IT 117,Systems Administration and Maintenance,11:00-12:00,F,NB-101,2,1,3,5,4.25,TBA,IT-3A
IT 118,Internet of Things,13:00-14:00,F,NB-302,3,0,3,3,3.0,TBA,IT-3A
IT 118,Internet of Things,13:00-14:00,W,NB-302,3,0,3,3,3.0,TBA,IT-3A
IT 118,Internet of Things,13:00-14:00,M,NB-302,3,0,3,3,3.0,TBA,IT-3A
IT 119,Data Scalability and Analytics,15:00-16:00,W,EB-L1,3,0,3,3,3.0,TBA,IT-3A
IT 119,Data Scalability and Analytics,15:00-16:00,F,EB-L1,3,0,3,3,3.0,TBA,IT-3A
IT 119,Data Scalability and Analytics,15:00-16:00,M,EB-L1,3,0,3,3,3.0,TBA,IT-3A
GEC 9,Ang Buhay at mga Akda ni Rizal,13:00-14:30,TH,LIB-CL,3,0,3,3,3.0,TBA,IT-3A
GEC 9,Ang Buhay at mga Akda ni Rizal,13:00-14:30,T,LIB-CL,3,0,3,3,3.0,TBA,IT-3A
