Course Code,Course Title,Time,Days,Room,Lec,Lab,Credit Units,Units,Instructor/Professor
IT105,Applications Development,8:30 - 10:00,MTW,NB-103,2,1,3,2.75,TBA
IT106,Information Management,4:00 - 5:30,TWTH,NB-303,2,1,3,2.75,TBA
IT107,Intro to HCI,2:30 - 4:00,MT,NB-301,2,1,3,2.75,TBA
IT109,Fundamentals of Database Systems,8:30 - 10:00,TS,NB-102,2,1,3,2.75,TBA
IT110,Computer Architecture and Robotics,11:30 - 1:00,MT,NB-201,2,1,3,2.75,TBA
IT111,Integrating Technologies 1,8:30 - 10:00,MT,NB-301,2,1,3,2.75,TBA
IT112,Mobile Applications,8:30 - 10:00,TF,NB-203,2,1,3,2.75,TBA
