Course Code,Course Title,Time,Days,Room,Lec,Lab,Credit Units,Units,Instructor/Professor
IT100,Intro to Computing,8:30 - 10:00,THFS,NB-103,2,1,3,2.75,TBA
IT101,Computer Programming 1,11:30 - 1:00,MWF,NB-103,2,1,3,2.75,TBA
IT102,Computer Programming 2,5:30 - 7:00,WF,NB-103,2,1,3,2.75,TBA
IT103,Data Structures and Algorithms,10:00 - 11:30,MWF,NB-103,2,1,3,2.75,TBA
