Course Code,Course Title,Time,Days,Room,Lec,Lab,Credit Units,Units,Instructor/Professor
IT114,Quantitative Methods,10:00 - 11:30,TWTH,OB-L2,2,1,3,2.75,TBA
IT115,Networking 1,8:30 - 10:00,MTW,NB-101,2,1,3,2.75,TBA
IT116,Systems Analysis and Design,10:00 - 11:30,TFS,OB-L1,2,1,3,2.75,TBA
IT117,Systems Admin and Maintenance,1:00 - 2:30,TW,OB-L1,2,1,3,2.75,TBA
IT120,Networking 2,7:00 - 8:30,MTTH,NB-101,2,1,3,2.75,TBA
IT121,Capstone Project and Research 1,1:00 - 2:30,WF,NB-303,2,1,3,2.75,TBA
ITELEC001,IT Elective 1,8:30 - 10:00,TWS,OB-L1,2,1,3,2.75,TBA
