Course Code,Course Title,Time,Days,Room,Lec,Lab,Credit Units,Units,Instructor/Professor
IT100,Intro to Computing,8:30 - 10:00,MT,OB-L2,2,1,3,2.75,TBA
IT101,Computer Programming 1,5:30 - 7:00,MWTH,OB-L1,2,1,3,2.75,TBA
IT102,Computer Programming 2,1:00 - 2:30,TWF,OB-L2,2,1,3,2.75,TBA
IT103,Data Structures and Algorithms,8:30 - 10:00,WTHF,OB-L1,2,1,3,2.75,TBA
