Course Code,Course Title,Time,Days,Room,Lec,Lab,Credit Units,Units,Instructor/Professor
IT100,Intro to Computing,5:30 - 7:00,MTTH,NB-103,2,1,3,2.75,TBA
IT101,Computer Programming 1,7:00 - 8:30,WF,NB-103,2,1,3,2.75,TBA
IT102,Computer Programming 2,2:30 - 4:00,TW,NB-103,2,1,3,2.75,TBA
IT103,Data Structures and Algorithms,8:30 - 10:00,MT,NB-103,2,1,3,2.75,TBA
