Course Code,Course Title,Time,Days,Room,Lec,Lab,Credit Units,Units,Instructor/Professor
IT100,Intro to Computing,5:30 - 7:00,MFS,NB-303,2,1,3,2.75,TBA
IT101,Computer Programming 1,7:00 - 8:30,MTHF,OB-L2,2,1,3,2.75,TBA
IT102,Computer Programming 2,7:00 - 8:30,TTH,NB-103,2,1,3,2.75,TBA
IT103,Data Structures and Algorithms,7:00 - 8:30,THFS,NB-103,2,1,3,2.75,TBA
