Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
GEC 2,Readings in Philippine History,08:00-09:00,M,AB-101,3,0,3,3,,,IS-1B
GEC 2,Readings in Philippine History,14:00-15:00,M,AB-101,3,0,3,3,,,IS-1B
GEC 2,Readings in Philippine History,11:00-12:00,W,AB-102,3,0,3,3,,,IS-1B
GEC 3,Mathematics in the Modern World,09:00-10:00,M,AB-102,3,0,3,3,,,IS-1B
GEC 3,Mathematics in the Modern World,15:00-16:00,F,NB-301,3,0,3,3,,,IS-1B
GEC 3,Mathematics in the Modern World,11:00-12:00,F,LIB-CL,3,0,3,3,,,IS-1B
PathFit 1,Movement of Competency Training,09:00-11:00,TH,EB-L1,2,0,2,2,,,IS-1B
IS 201,Enterprise Architecture,15:00-17:00,T,OB-L1,2,0,2,2,,,IS-2A
IS 202,Data and Information Management,10:00-12:00,TH,NB-201,2,0,2,2,,,IS-2A
IS 203,Financial Management,16:00-17:00,W,AB-102,3,0,3,3,,,IS-2A
IS 203,Financial Management,11:00-12:00,F,AB-101,3,0,3,3,,,IS-2A
IS 203,Financial Management,10:00-11:00,F,NB-303,3,0,3,3,,,IS-2A
GEC 6,"Science, Technology and Society",09:00-10:00,W,LIB-CL,3,0,3,3,,,IS-2A
GEC 6,"Science, Technology and Society",15:00-16:00,W,NB-302,3,0,3,3,,,IS-2A
GEC 6,"Science, Technology and Society",15:00-16:00,F,NB-303,3,0,3,3,,,IS-2A
GE Elec 2,Etika,10:00-11:00,M,NB-302,3,0,3,3,,,IS-2A
GE Elec 2,Etika,13:00-14:00,W,NB-303,3,0,3,3,,,IS-2A
GE Elec 2,Etika,14:00-15:00,M,EB-L1,3,0,3,3,,,IS-2A
PathFit 3,"Dance, Sports, Martial Arts, Group Exercise, Outdoor and Adventure Activities",08:00-10:00,F,AB-102,2,0,2,2,,,IS-2A
IS 201,Enterprise Architecture,13:00-15:00,T,OB-L2,2,0,2,2,,,IS-2B
IS 202,Data and Information Management,09:00-11:00,T,NB-203,2,0,2,2,,,IS-2B
IS 203,Financial Management,14:00-15:00,F,NB-303,3,0,3,3,,,IS-2B
IS 203,Financial Management,09:00-10:00,M,EB-L1,3,0,3,3,,,IS-2B
IS 203,Financial Management,15:00-16:00,F,AB-201,3,0,3,3,,,IS-2B
GEC 6,"Science, Technology and Society",14:00-15:00,M,NB-303,3,0,3,3,,,IS-2B
GEC 6,"Science, Technology and Society",13:00-14:00,W,EB-L1,3,0,3,3,,,IS-2B
GEC 6,"Science, Technology and Society",10:00-11:00,W,NB-301,3,0,3,3,,,IS-2B
GE Elec 2,Etika,11:00-12:00,M,LIB-CL,3,0,3,3,,,IS-2B
GE Elec 2,Etika,08:00-09:00,M,AB-102,3,0,3,3,,,IS-2B
GE Elec 2,Etika,16:00-17:00,M,NB-301,3,0,3,3,,,IS-2B
PathFit 3,"Dance, Sports, Martial Arts, Group Exercise, Outdoor and Adventure Activities",14:00-16:00,TH,NB-301,2,0,2,2,,,IS-2B
IS 301,Project Management and Quality Assurance,14:00-16:00,TH,NB-201,2,0,2,2,,,IS-3A
IS 302,"IS Strategy, Management and Acquisition",16:00-17:00,M,NB-303,3,0,3,3,,,IS-3A
IS 302,"IS Strategy, Management and Acquisition",15:00-16:00,W,NB-303,3,0,3,3,,,IS-3A
IS 302,"IS Strategy, Management and Acquisition",08:00-09:00,M,EB-L1,3,0,3,3,,,IS-3A
IS 303,Enterprise Resource Planning Systems,09:00-11:00,W,OB-L1,2,0,2,2,,,IS-3A
GEC 9,Ang Buhay at mga Akda ni Rizal,13:00-14:00,W,LIB-CL,3,0,3,3,,,IS-3A
GEC 9,Ang Buhay at mga Akda ni Rizal,13:00-14:00,M,AB-102,3,0,3,3,,,IS-3A
GEC 9,Ang Buhay at mga Akda ni Rizal,10:00-11:00,M,AB-201,3,0,3,3,,,IS-3A
ISELECT 001,IS Elective 1 (Analytics),14:00-16:00,M,OB-L1,2,0,2,2,,,IS-3A
IS 401,IS Project 2,09:00-11:00,T,NB-103,2,0,2,2,,,IS-4A
IS 402,IS Implementation and Maintenance,16:00-17:00,M,EB-L1,3,0,3,3,,,IS-4A
IS 402,IS Implementation and Maintenance,11:00-12:00,W,AB-101,3,0,3,3,,,IS-4A
IS 402,IS Implementation and Maintenance,08:00-09:00,F,EB-L1,3,0,3,3,,,IS-4A
IS 403,Social and Professional Issues in IS,16:00-17:00,W,EB-L1,3,0,3,3,,,IS-4A
IS 403,Social and Professional Issues in IS,14:00-15:00,W,AB-102,3,0,3,3,,,IS-4A
IS 403,Social and Professional Issues in IS,10:00-11:00,M,AB-101,3,0,3,3,,,IS-4A
ISELECT 004,IS Elective 4 (Management),09:00-11:00,F,NB-103,2,0,2,2,,,IS-4A
