Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 100,Introduction to Computing,14:00-16:00,T,LAB-006,2,1,3,5,4.25,TBA,IT-1C
IT 101,Computer Programming 1,09:00-11:00,T,LAB-006,2,1,3,5,4.25,TBA,IT-1C
GEC 1,Understanding the Self,09:00-10:00,M,LEC-007,3,0,3,3,3.0,TBA,IT-1C
GEC 1,Understanding the Self,11:00-12:00,F,LEC-007,3,0,3,3,3.0,TBA,IT-1C
GEC 1,Understanding the Self,13:00-14:00,W,LEC-007,3,0,3,3,3.0,TBA,IT-1C
GEC 2,Readings in Philippine History,10:00-11:00,M,LEC-004,3,0,3,3,3.0,TBA,IT-1C
GEC 2,Readings in Philippine History,16:00-17:00,F,LEC-001,3,0,3,3,3.0,TBA,IT-1C
GEC 2,Readings in Philippine History,15:00-16:00,M,LEC-002,3,0,3,3,3.0,TBA,IT-1C
GEC 3,Mathematics in the Modern World,11:00-12:00,W,LEC-004,3,0,3,3,3.0,TBA,IT-1C
GEC 3,Mathematics in the Modern World,14:00-15:00,W,LEC-010,3,0,3,3,3.0,TBA,IT-1C
GEC 3,Mathematics in the Modern World,11:00-12:00,M,LEC-005,3,0,3,3,3.0,TBA,IT-1C
PathFit 1,Movement of Competency Training,08:00-10:00,TH,LEC-002,2,0,2,2,2.0,TBA,IT-1C
