Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 114,Quantitative Methods (Modeling and Simulation),14:00-16:00,F,LAB-006,2,1,3,5,4.25,TBA,IT-3C
IT 115,Networking 1,09:00-11:00,TH,LAB-005,2,1,3,5,4.25,TBA,IT-3C
IT 116,Systems Analysis and Design,13:00-15:00,TH,LAB-001,2,1,3,5,4.25,TBA,IT-3C
IT 117,Systems Administration and Maintenance,08:00-10:00,W,LAB-002,2,1,3,5,4.25,TBA,IT-3C
IT 118,Internet of Things,13:00-14:00,W,LEC-003,3,0,3,3,3.0,TBA,IT-3C
IT 118,Internet of Things,16:00-17:00,W,LEC-011,3,0,3,3,3.0,TBA,IT-3C
IT 118,Internet of Things,14:00-15:00,M,LEC-005,3,0,3,3,3.0,TBA,IT-3C
IT 119,Data Scalability and Analytics,11:00-12:00,M,LEC-009,3,0,3,3,3.0,TBA,IT-3C
IT 119,Data Scalability and Analytics,10:00-11:00,F,LEC-002,3,0,3,3,3.0,TBA,IT-3C
IT 119,Data Scalability and Analytics,08:00-09:00,F,LEC-008,3,0,3,3,3.0,TBA,IT-3C
GEC 9,Ang Buhay at mga Akda ni Rizal,16:00-17:00,M,LEC-011,3,0,3,3,3.0,TBA,IT-3C
GEC 9,Ang Buhay at mga Akda ni Rizal,15:00-16:00,W,LEC-002,3,0,3,3,3.0,TBA,IT-3C
GEC 9,Ang Buhay at mga Akda ni Rizal,10:00-11:00,W,LEC-001,3,0,3,3,3.0,TBA,IT-3C
