Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IS 100,Fundamentals of Information Systems,13:00-15:00,M,LAB-004,2,1,3,5,4.25,TBA,IS-1A
IS 101,Business Process Management,15:00-16:00,F,LEC-004,3,0,3,3,3.0,TBA,IS-1A
IS 101,Business Process Management,13:00-14:00,W,LEC-002,3,0,3,3,3.0,TBA,IS-1A
IS 101,Business Process Management,16:00-17:00,F,LEC-011,3,0,3,3,3.0,TBA,IS-1A
GEC 1,Understanding the Self,13:00-14:00,F,LEC-011,3,0,3,3,3.0,TBA,IS-1A
GEC 1,Understanding the Self,08:00-09:00,M,LEC-011,3,0,3,3,3.0,TBA,IS-1A
GEC 1,Understanding the Self,09:00-10:00,F,LEC-003,3,0,3,3,3.0,TBA,IS-1A
GEC 2,Readings in Philippine History,09:00-10:00,M,LEC-004,3,0,3,3,3.0,TBA,IS-1A
GEC 2,Readings in Philippine History,16:00-17:00,M,LEC-005,3,0,3,3,3.0,TBA,IS-1A
GEC 2,Readings in Philippine History,09:00-10:00,W,LEC-001,3,0,3,3,3.0,TBA,IS-1A
GEC 3,Mathematics in the Modern World,10:00-11:00,W,LEC-011,3,0,3,3,3.0,TBA,IS-1A
GEC 3,Mathematics in the Modern World,11:00-12:00,F,LEC-004,3,0,3,3,3.0,TBA,IS-1A
GEC 3,Mathematics in the Modern World,14:00-15:00,F,LEC-010,3,0,3,3,3.0,TBA,IS-1A
PathFit 1,Movement of Competency Training,10:00-12:00,TH,LEC-004,2,0,2,2,2.0,TBA,IS-1A
